Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Destino recomendado,Destino alternativo,Nivel de dificultad,Requiere caminata,Altura máxima tolerada,Recomendación médica,Tipo de transporte,Tour recomendado,Riesgo por altura,Apto para adulto mayor,Apto para niños
45,Bélgica,Francés,Alto,8,Histórico,No,No,No,Sí,No,Sí,Sí,Qenqo,Qorikancha,Bajo,Sí,3400,Consumir líquidos,Bus,Histórico,Bajo,Sí,Sí
19,Uruguay,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Qenqo,Barrio de San Blas,Medio,Sí,3600,Hidratación constante,Caminata,Cultural,Medio,No,No
50,Dinamarca,Inglés,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Qenqo,Centro Histórico de Cusco,Bajo,No,3200,Usar bloqueador,Bus,Relax,Bajo,Sí,Sí
34,India,Inglés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Qenqo,Piedra de los 12 Ángulos,Medio,Sí,3600,Medicamentos básicos,Caminata,Fotográfico,Medio,Sí,Sí
28,Turquía,Turco,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,Qenqo,Museo Inka,Medio,Sí,3500,Descanso adecuado,Bus,Histórico,Medio,Sí,Sí
58,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Qenqo,Yucay,Bajo,No,3200,Aclimatación y descanso,Bus,Relax,Bajo,Sí,Sí
23,Nueva Zelanda,Inglés,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Qenqo,Tambomachay,Medio,Sí,3700,Hidratación continua,Caminata,Trekking,Medio,No,Sí
28,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Tambomachay,Qenqo,Medio,Sí,3700,Preparación física,Bus,Arqueológico,Medio,Sí,Sí
43,Estados Unidos,Inglés,Alto,9,Aventura,No,No,Sí,Sí,Sí,No,Sí,Tambomachay,Puca Pucara,Medio,Sí,3800,Consumir agua,Caminata,City Tour,Medio,Sí,Sí
24,Argentina,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Tambomachay,Sacsayhuamán,Medio,Sí,3700,Consulta médica,Caminata,Cultural,Medio,No,No
57,Canadá,Inglés,Alto,10,Relajación,Sí,Sí,No,Sí,No,Sí,No,Tambomachay,Yucay,Bajo,No,3200,Hidratación permanente,Bus,Relax,Bajo,Sí,Sí
35,Francia,Francés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Tambomachay,Qenqo,Medio,Sí,3700,Ropa térmica,Caminata,Fotográfico,Medio,Sí,Sí
30,Brasil,Portugués,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Tambomachay,Qorikancha,Medio,Sí,3600,Descanso moderado,Bus,Histórico,Medio,Sí,Sí
49,Alemania,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,No,Sí,No,Tambomachay,Centro Histórico de Cusco,Bajo,No,3200,Aclimatación previa,Bus,Relax,Bajo,Sí,Sí
22,Chile,Español,Económico,3,Aventura,No,No,No,Sí,Sí,No,Sí,Tambomachay,Puca Pucara,Medio,Sí,3800,Consumir mate de coca,Caminata,Trekking,Medio,No,Sí
40,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Tambomachay,Piedra de los 12 Ángulos,Medio,Sí,3700,Hidratación continua,Bus,Fotográfico,Medio,Sí,Sí
53,Italia,Italiano,Medio,9,Cultural,Sí,No,No,Sí,No,Sí,Sí,Tambomachay,Museo Inka,Bajo,Sí,3400,Descansar correctamente,Bus,Histórico,Bajo,Sí,Sí
32,México,Español,Medio,6,Gastronómico,No,No,No,Sí,No,Sí,Sí,Tambomachay,Mercado de San Pedro,Bajo,Sí,3400,Control de presión,Bus,Gastronómico,Bajo,Sí,Sí
45,Australia,Inglés,Alto,11,Relajación,No,Sí,No,Sí,Sí,Sí,No,Tambomachay,Yucay,Bajo,No,3200,Hidratación y descanso,Bus,Relax,Bajo,Sí,Sí
21,Bolivia,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Tambomachay,Barrio de San Blas,Medio,Sí,3700,Preparación física,Caminata,Cultural,Medio,No,No
39,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Tambomachay,Sacsayhuamán,Medio,Sí,3700,Consumir líquidos,Bus,Fotográfico,Medio,Sí,Sí
61,Reino Unido,Inglés,Alto,10,Cultural,Sí,Sí,No,Sí,No,Sí,No,Tambomachay,Qorikancha,Bajo,No,3200,Aclimatación previa,Bus,Histórico,Bajo,Sí,Sí
25,Ecuador,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Tambomachay,Puca Pucara,Medio,Sí,3800,Hidratación adecuada,Caminata,Aventura,Medio,No,Sí
36,Suecia,Inglés,Medio,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Tambomachay,Museo Inka,Medio,Sí,3600,Ropa adecuada,Bus,Cultural,Medio,Sí,Sí
48,Suiza,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Tambomachay,Centro Histórico de Cusco,Bajo,No,3200,Hidratación constante,Bus,Relax,Bajo,Sí,Sí
23,Paraguay,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Tambomachay,Qenqo,Medio,Sí,3700,Descansar adecuadamente,Caminata,Trekking,Medio,No,No
42,China,Chino,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Tambomachay,Piedra de los 12 Ángulos,Medio,Sí,3700,Llevar medicamentos,Bus,Fotográfico,Medio,Sí,Sí
33,Portugal,Portugués,Medio,7,Cultural,No,No,No,Sí,No,Sí,Sí,Tambomachay,Sacsayhuamán,Medio,Sí,3600,Aclimatación previa,Bus,Histórico,Medio,Sí,Sí
55,Noruega,Noruego,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Tambomachay,Yucay,Bajo,No,3200,Consumir agua,Bus,Relax,Bajo,Sí,Sí
26,Colombia,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Tambomachay,Puca Pucara,Medio,Sí,3800,Usar bloqueador solar,Caminata,Cultural,Medio,No,Sí
46,Bélgica,Francés,Alto,8,Histórico,No,No,No,Sí,No,Sí,Sí,Tambomachay,Qorikancha,Bajo,Sí,3400,Hidratación frecuente,Bus,Histórico,Bajo,Sí,Sí
20,Uruguay,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Tambomachay,Barrio de San Blas,Medio,Sí,3700,Descanso moderado,Caminata,Cultural,Medio,No,No
51,Dinamarca,Inglés,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Tambomachay,Centro Histórico de Cusco,Bajo,No,3200,Consultar médico,Bus,Relax,Bajo,Sí,Sí
34,India,Inglés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Tambomachay,Piedra de los 12 Ángulos,Medio,Sí,3700,Llevar snacks,Caminata,Fotográfico,Medio,Sí,Sí
29,Turquía,Turco,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,Tambomachay,Museo Inka,Medio,Sí,3600,Usar sombrero,Bus,Histórico,Medio,Sí,Sí
59,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Tambomachay,Yucay,Bajo,No,3200,Hidratación constante,Bus,Relax,Bajo,Sí,Sí
24,Nueva Zelanda,Inglés,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Tambomachay,Puca Pucara,Medio,Sí,3800,Aclimatación recomendada,Caminata,Trekking,Medio,No,Sí
29,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Puca Pucara,Tambomachay,Medio,Sí,3800,Consumir líquidos,Bus,Arqueológico,Medio,Sí,Sí
44,Estados Unidos,Inglés,Alto,9,Aventura,No,No,Sí,Sí,Sí,No,Sí,Puca Pucara,Sacsayhuamán,Medio,Sí,3900,Ropa cómoda,Caminata,City Tour,Medio,Sí,Sí
25,Argentina,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Puca Pucara,Qenqo,Medio,Sí,3800,Hidratación permanente,Caminata,Cultural,Medio,No,No
58,Canadá,Inglés,Alto,10,Relajación,Sí,Sí,No,Sí,No,Sí,No,Puca Pucara,Yucay,Bajo,No,3200,Descanso adecuado,Bus,Relax,Bajo,Sí,Sí
36,Francia,Francés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Puca Pucara,Tambomachay,Medio,Sí,3800,Aclimatación previa,Caminata,Fotográfico,Medio,Sí,Sí
31,Brasil,Portugués,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Puca Pucara,Qorikancha,Medio,Sí,3600,Evitar comidas pesadas,Bus,Histórico,Medio,Sí,Sí
50,Alemania,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,No,Sí,No,Puca Pucara,Centro Histórico de Cusco,Bajo,No,3200,Hidratación y descanso,Bus,Relax,Bajo,Sí,Sí
23,Chile,Español,Económico,3,Aventura,No,No,No,Sí,Sí,No,Sí,Puca Pucara,Tambomachay,Medio,Sí,3900,Consumir mate de coca,Caminata,Trekking,Medio,No,Sí
41,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Puca Pucara,Piedra de los 12 Ángulos,Medio,Sí,3800,Control médico,Bus,Fotográfico,Medio,Sí,Sí
54,Italia,Italiano,Medio,9,Cultural,Sí,No,No,Sí,No,Sí,Sí,Puca Pucara,Museo Inka,Bajo,Sí,3400,Llevar medicamentos,Bus,Histórico,Bajo,Sí,Sí
33,México,Español,Medio,6,Gastronómico,No,No,No,Sí,No,Sí,Sí,Puca Pucara,Mercado de San Pedro,Bajo,Sí,3400,Usar ropa ligera,Bus,Gastronómico,Bajo,Sí,Sí
46,Australia,Inglés,Alto,11,Relajación,No,Sí,No,Sí,Sí,Sí,No,Puca Pucara,Yucay,Bajo,No,3200,Hidratación adecuada,Bus,Relax,Bajo,Sí,Sí
22,Bolivia,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Puca Pucara,Barrio de San Blas,Medio,Sí,3800,Aclimatación obligatoria,Caminata,Cultural,Medio,No,No
40,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Puca Pucara,Sacsayhuamán,Medio,Sí,3800,Evitar alcohol,Bus,Fotográfico,Medio,Sí,Sí
62,Reino Unido,Inglés,Alto,10,Cultural,Sí,Sí,No,Sí,No,Sí,No,Puca Pucara,Qorikancha,Bajo,No,3200,Descanso previo,Bus,Histórico,Bajo,Sí,Sí
26,Ecuador,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Puca Pucara,Tambomachay,Medio,Sí,3900,Consumir líquidos,Caminata,Aventura,Medio,No,Sí
37,Suecia,Inglés,Medio,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Puca Pucara,Museo Inka,Medio,Sí,3600,Hidratación constante,Bus,Cultural,Medio,Sí,Sí
49,Suiza,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Puca Pucara,Centro Histórico de Cusco,Bajo,No,3200,Usar bloqueador,Bus,Relax,Bajo,Sí,Sí
24,Paraguay,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Puca Pucara,Qenqo,Medio,Sí,3800,Aclimatación previa,Caminata,Trekking,Medio,No,No
43,China,Chino,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Puca Pucara,Piedra de los 12 Ángulos,Medio,Sí,3800,Hidratación constante,Bus,Fotográfico,Medio,Sí,Sí
34,Portugal,Portugués,Medio,7,Cultural,No,No,No,Sí,No,Sí,Sí,Puca Pucara,Sacsayhuamán,Medio,Sí,3600,Llevar medicamentos,Bus,Histórico,Medio,Sí,Sí
56,Noruega,Noruego,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Puca Pucara,Yucay,Bajo,No,3200,Preparación física,Bus,Relax,Bajo,Sí,Sí
27,Colombia,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Puca Pucara,Tambomachay,Medio,Sí,3900,Consumir agua,Caminata,Cultural,Medio,No,Sí
47,Bélgica,Francés,Alto,8,Histórico,No,No,No,Sí,No,Sí,Sí,Puca Pucara,Qorikancha,Bajo,Sí,3400,Aclimatación obligatoria,Bus,Histórico,Bajo,Sí,Sí
21,Uruguay,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Puca Pucara,Barrio de San Blas,Medio,Sí,3800,Hidratación frecuente,Caminata,Cultural,Medio,No,No
52,Dinamarca,Inglés,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Puca Pucara,Centro Histórico de Cusco,Bajo,No,3200,Descansar correctamente,Bus,Relax,Bajo,Sí,Sí
35,India,Inglés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Puca Pucara,Piedra de los 12 Ángulos,Medio,Sí,3800,Consultar médico,Caminata,Fotográfico,Medio,Sí,Sí
30,Turquía,Turco,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,Puca Pucara,Museo Inka,Medio,Sí,3600,Llevar snacks energéticos,Bus,Histórico,Medio,Sí,Sí
60,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Puca Pucara,Yucay,Bajo,No,3200,Usar bloqueador solar,Bus,Relax,Bajo,Sí,Sí
25,Nueva Zelanda,Inglés,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Puca Pucara,Tambomachay,Medio,Sí,3900,Hidratación adecuada,Caminata,Trekking,Medio,No,Sí
31,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Valle Sagrado de los Incas,Medio,Sí,3400,Aclimatación previa,Tren,Cultural,Bajo,Sí,Sí
45,Estados Unidos,Inglés,Alto,8,Aventura,No,No,Sí,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Consumir líquidos,Tren,Trekking,Alto,No,Sí
24,Argentina,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Pisac,Medio,Sí,3500,Ropa cómoda,Bus,Mochilero,Medio,No,No
57,Canadá,Inglés,Alto,10,Relajación,Sí,Sí,No,Sí,No,Sí,No,Ollantaytambo,Yucay,Bajo,No,3200,Hidratación permanente,Bus,Relax,Bajo,Sí,Sí
36,Francia,Francés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Maras,Medio,Sí,3600,Descansar adecuadamente,Tren,Fotográfico,Medio,Sí,Sí
30,Brasil,Portugués,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Chinchero,Medio,Sí,3500,Aclimatación recomendada,Bus,Histórico,Medio,Sí,Sí
49,Alemania,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,No,Sí,No,Ollantaytambo,Urubamba,Bajo,No,3200,Evitar comidas pesadas,Bus,Relax,Bajo,Sí,Sí
22,Chile,Español,Económico,3,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Hidratación y descanso,Caminata,Trekking,Alto,No,Sí
41,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Ollantaytambo,Machu Picchu,Medio,Sí,3600,Consumir mate de coca,Tren,Fotográfico,Medio,Sí,Sí
54,Italia,Italiano,Medio,9,Cultural,Sí,No,No,Sí,No,Sí,Sí,Ollantaytambo,Qorikancha,Bajo,Sí,3400,Control médico,Bus,Histórico,Bajo,Sí,Sí
33,México,Español,Medio,6,Gastronómico,No,No,No,Sí,No,Sí,Sí,Ollantaytambo,Mercado de San Pedro,Bajo,Sí,3400,Llevar medicamentos,Bus,Gastronómico,Bajo,Sí,Sí
46,Australia,Inglés,Alto,11,Relajación,No,Sí,No,Sí,Sí,Sí,No,Ollantaytambo,Yucay,Bajo,No,3200,Usar ropa ligera,Bus,Relax,Bajo,Sí,Sí
21,Bolivia,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Pisac,Medio,Sí,3500,Hidratación adecuada,Bus,Cultural,Medio,No,No
40,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Ollantaytambo,Machu Picchu,Medio,Sí,3600,Aclimatación obligatoria,Tren,Fotográfico,Medio,Sí,Sí
62,Reino Unido,Inglés,Alto,10,Cultural,Sí,Sí,No,Sí,No,Sí,No,Ollantaytambo,Urubamba,Bajo,No,3200,Evitar alcohol,Bus,Histórico,Bajo,Sí,Sí
26,Ecuador,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Descanso previo,Caminata,Aventura,Alto,No,Sí
37,Suecia,Inglés,Medio,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Valle Sagrado de los Incas,Medio,Sí,3500,Consumir líquidos,Bus,Cultural,Medio,Sí,Sí
48,Suiza,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Ollantaytambo,Urubamba,Bajo,No,3200,Hidratación constante,Bus,Relax,Bajo,Sí,Sí
23,Paraguay,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Pisac,Medio,Sí,3500,Usar bloqueador,Bus,Mochilero,Medio,No,No
43,China,Chino,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Ollantaytambo,Machu Picchu,Medio,Sí,3600,Medicamentos básicos,Tren,Fotográfico,Medio,Sí,Sí
34,Portugal,Portugués,Medio,7,Cultural,No,No,No,Sí,No,Sí,Sí,Ollantaytambo,Chinchero,Medio,Sí,3500,Descanso adecuado,Bus,Histórico,Medio,Sí,Sí
56,Noruega,Noruego,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Ollantaytambo,Yucay,Bajo,No,3200,Aclimatación y descanso,Bus,Relax,Bajo,Sí,Sí
27,Colombia,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Hidratación continua,Caminata,Trekking,Alto,No,Sí
47,Bélgica,Francés,Alto,8,Histórico,No,No,No,Sí,No,Sí,Sí,Ollantaytambo,Qorikancha,Bajo,Sí,3400,Preparación física,Bus,Histórico,Bajo,Sí,Sí
20,Uruguay,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Barrio de San Blas,Medio,Sí,3500,Consumir agua,Caminata,Cultural,Medio,No,No
52,Dinamarca,Inglés,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,Ollantaytambo,Urubamba,Bajo,No,3200,Consulta médica,Bus,Relax,Bajo,Sí,Sí
35,India,Inglés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Maras,Medio,Sí,3600,Hidratación permanente,Caminata,Fotográfico,Medio,Sí,Sí
30,Turquía,Turco,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,Ollantaytambo,Valle Sagrado de los Incas,Medio,Sí,3500,Ropa térmica,Bus,Histórico,Medio,Sí,Sí
60,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Ollantaytambo,Yucay,Bajo,No,3200,Descanso moderado,Bus,Relax,Bajo,Sí,Sí
25,Nueva Zelanda,Inglés,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Aclimatación previa,Caminata,Trekking,Alto,No,Sí
29,Finlandia,Inglés,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Chinchero,Medio,Sí,3500,Consumir mate de coca,Bus,Cultural,Medio,Sí,Sí
44,Marruecos,Árabe,Medio,7,Histórico,No,No,Sí,Sí,No,Sí,Sí,Ollantaytambo,Qorikancha,Bajo,Sí,3400,Hidratación continua,Bus,Histórico,Bajo,Sí,Sí
28,Tailandia,Tailandés,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Pisac,Medio,Sí,3500,Descansar correctamente,Bus,Mochilero,Medio,No,No
51,Finlandia,Inglés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Ollantaytambo,Urubamba,Bajo,No,3200,Control de presión,Bus,Relax,Bajo,Sí,Sí
32,India,Inglés,Medio,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Maras,Medio,Sí,3600,Hidratación y descanso,Caminata,Fotográfico,Medio,Sí,Sí
24,Indonesia,Indonesio,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Preparación física,Caminata,Trekking,Alto,No,Sí
48,Turquía,Turco,Alto,10,Cultural,No,No,No,Sí,No,Sí,Sí,Ollantaytambo,Valle Sagrado de los Incas,Medio,Sí,3500,Consumir líquidos,Bus,Histórico,Medio,Sí,Sí
39,Israel,Hebreo,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Ollantaytambo,Machu Picchu,Medio,Sí,3600,Aclimatación previa,Tren,Fotográfico,Medio,Sí,Sí
22,Egipto,Árabe,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Barrio de San Blas,Medio,Sí,3500,Hidratación adecuada,Caminata,Cultural,Medio,No,No
55,Bélgica,Francés,Alto,10,Relajación,Sí,Sí,Sí,Sí,No,Sí,No,Ollantaytambo,Yucay,Bajo,No,3200,Ropa adecuada,Bus,Relax,Bajo,Sí,Sí
31,China,Chino,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Chinchero,Medio,Sí,3500,Descanso previo,Bus,Cultural,Medio,Sí,Sí
27,Filipinas,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Consumir líquidos,Caminata,Trekking,Alto,No,Sí
43,Rusia,Ruso,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Maras,Medio,Sí,3600,Hidratación constante,Tren,Fotográfico,Medio,Sí,Sí
36,Sudáfrica,Inglés,Medio,7,Cultural,No,No,No,Sí,No,Sí,Sí,Ollantaytambo,Qorikancha,Bajo,Sí,3400,Usar bloqueador,Bus,Histórico,Bajo,Sí,Sí
20,Nepal,Nepalí,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Pisac,Medio,Sí,3500,Medicamentos básicos,Caminata,Mochilero,Medio,No,No
53,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,Ollantaytambo,Yucay,Bajo,No,3200,Descanso adecuado,Bus,Relax,Bajo,Sí,Sí
28,Malasia,Malayo,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Machu Picchu,Medio,Sí,3600,Aclimatación y descanso,Tren,Fotográfico,Medio,Sí,Sí
40,Hungría,Húngaro,Alto,8,Cultural,No,No,Sí,Sí,No,Sí,Sí,Ollantaytambo,Valle Sagrado de los Incas,Medio,Sí,3500,Hidratación continua,Bus,Histórico,Medio,Sí,Sí
23,Pakistán,Urdu,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,Ollantaytambo,Camino Inca,Alto,Sí,4200,Preparación física,Caminata,Trekking,Alto,No,Sí
61,Dinamarca,Inglés,Alto,10,Relajación,Sí,Sí,Sí,Sí,No,Sí,No,Ollantaytambo,Urubamba,Bajo,No,3200,Consumir agua,Bus,Relax,Bajo,Sí,Sí
34,Singapur,Inglés,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,Ollantaytambo,Chinchero,Medio,Sí,3500,Consulta médica,Bus,Cultural,Medio,Sí,Sí
25,Croacia,Croata,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,Ollantaytambo,Barrio de San Blas,Medio,Sí,3500,Hidratación permanente,Caminata,Cultural,Medio,No,No
27,Australia,Inglés,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Moray,Salineras de Maras,Medio,Sí,3200,Ropa térmica,Bus + Caminata,Moray Cultural Tour,Medio,Sí,Sí
34,Perú,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Moray,Chinchero,Bajo,Sí,3000,Descanso moderado,Bus,Valle Sagrado Full Day,Bajo,Sí,Sí
25,Estados Unidos,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Moray,Maras,Medio,Sí,3300,Aclimatación previa,Van Turística,Moray Explorer,Medio,Sí,No
41,Canadá,Inglés,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Moray,Ollantaytambo,Medio,Sí,3200,Consumir mate de coca,Bus Turístico,Andes Heritage Tour,Medio,Sí,No
22,Argentina,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,Moray,Pisac,Bajo,Sí,2900,Hidratación continua,Bus,Ruta Andina,Bajo,Sí,Sí
38,Alemania,Alemán,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Moray,Valle Sagrado,Medio,Sí,3300,Descansar correctamente,Van,Aventura Cultural,Medio,No,No
30,Francia,Francés,Medio,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Moray,Chinchero,Medio,Sí,3100,Control de presión,Bus,Moray Experience,Medio,Sí,Sí
24,Brasil,Portugués,Medio,6,Naturaleza,No,No,No,Sí,Sí,No,Sí,Moray,Maras,Bajo,Sí,3000,Hidratación y descanso,Bus + Caminata,Tour Valle Sagrado,Bajo,Sí,Sí
45,Chile,Español,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Moray,Qorikancha,Bajo,No,2600,Hidratación constante,Bus,Cusco Histórico,Bajo,Sí,Sí
28,Japón,Japonés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Moray,Machu Picchu,Medio,Sí,3200,Descansar adecuadamente,Van,Moray Premium,Medio,No,No
36,Italia,Italiano,Medio,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,Moray,Urubamba,Bajo,Sí,3000,Llevar medicamentos,Bus,Ruta Imperial,Bajo,Sí,Sí
31,México,Español,Medio,8,Cultural,No,No,No,Sí,Sí,No,Sí,Moray,Sacsayhuamán,Bajo,Sí,2900,Aclimatación previa,Bus,Aventura Cusco,Bajo,Sí,Sí
40,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Moray,Salineras de Maras,Medio,Sí,3300,Consumir agua,Van,Andes Experience,Medio,No,No
26,España,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Moray,Pikillacta,Bajo,Sí,2800,Usar bloqueador solar,Bus,Cusco Nature,Bajo,Sí,Sí
33,China,Chino,Alto,9,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,Moray,Laguna Huaypo,Medio,Sí,3200,Hidratación frecuente,Van,Moray Andes,Medio,No,No
37,Corea del Sur,Coreano,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Moray,Valle Sagrado,Medio,Sí,3100,Descanso moderado,Bus + Caminata,Aventura Extrema,Medio,No,No
23,Colombia,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,Moray,Centro Histórico de Cusco,Bajo,Sí,2700,Consultar médico,Bus,Ruta Cultural,Bajo,Sí,Sí
